customer_id;checking_account;duration_moonths;credit_history;purpose;credit_amount;savings;present_employment_since;installment_rate;personal_status_sex;other_deptors;present_residence;property;age_yearsyears;other_installment_plans;housing;existing_credits;job;people_liable_maintenance;telephone;foreign_worker;response
555;0 <= ... <  102 euro;9;existing credits paid back duly till now;education;1199;... <  51 euro;4  <= ... < 7 years;4;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;67;none;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
556;0 <= ... <  102 euro;12;existing credits paid back duly till now;radio/television;1331;... <  51 euro;... < 1 year;2;male   : single;none;1;(if not optin 1 or 2) car or other, not in attribute;22;stores;own;1;skilled employee / official;1;none;yes;1
557;0 <= ... <  102 euro;18;no credits taken/ all credits paid back duly;car (new);2278;51 <= ... <  255 euro;... < 1 year;3;female : divorced/separated/married;none;3;(if not optin 1 or 2) car or other, not in attribute;28;none;own;2;skilled employee / official;1;none;yes;1
558;No checking account;21;no credits taken/ all credits paid back duly;car (new);5003;unknown/ no savings account;1  <= ... < 4 years;1;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;29;bank;own;2;skilled employee / official;1;yes, registered under the customers name;yes;1
559;... <  0 euro;24;all credits at this bank paid back duly;furniture/equipment;3552;... <  51 euro;4  <= ... < 7 years;3;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;27;bank;own;1;skilled employee / official;1;none;yes;1
560;0 <= ... <  102 euro;18;critical account/other credits existing (not at this bank);furniture/equipment;1928;... <  51 euro;... < 1 year;2;male   : single;none;2;real estate;31;none;own;2;unskilled - resident;1;none;yes;1
561;... <  0 euro;24;existing credits paid back duly till now;car (used);2964;unknown/ no savings account;.. >= 7 years;4;male   : single;none;4;unknown / no property;49;bank;for free;1;skilled employee / official;2;yes, registered under the customers name;yes;0
562;... <  0 euro;24;all credits at this bank paid back duly;radio/television;1546;... <  51 euro;4  <= ... < 7 years;4;male   : single;guarantor;4;(if not optin 1 or 2) car or other, not in attribute;24;bank;rent;1;unskilled - resident;1;none;yes;1
563;>= 102 euro;6;delay in paying off in the past;radio/television;683;... <  51 euro;... < 1 year;2;female : divorced/separated/married;none;1;(if not real estate) building society savings agreement/ life insurance;29;bank;own;1;skilled employee / official;1;none;yes;0
564;0 <= ... <  102 euro;36;existing credits paid back duly till now;car (new);12389;unknown/ no savings account;1  <= ... < 4 years;1;male   : single;none;4;unknown / no property;37;none;for free;1;skilled employee / official;1;yes, registered under the customers name;yes;1
565;0 <= ... <  102 euro;24;delay in paying off in the past;business;4712;unknown/ no savings account;1  <= ... < 4 years;4;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;37;bank;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
566;0 <= ... <  102 euro;24;delay in paying off in the past;radio/television;1553;51 <= ... <  255 euro;4  <= ... < 7 years;3;female : divorced/separated/married;none;2;(if not real estate) building society savings agreement/ life insurance;23;none;rent;2;skilled employee / official;1;yes, registered under the customers name;yes;0
567;... <  0 euro;12;existing credits paid back duly till now;car (new);1372;... <  51 euro;4  <= ... < 7 years;2;male   : divorced/separated;none;3;(if not optin 1 or 2) car or other, not in attribute;36;none;own;1;skilled employee / official;1;none;yes;1
568;No checking account;24;critical account/other credits existing (not at this bank);radio/television;2578;.. >= 511 euro;.. >= 7 years;2;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;34;none;own;1;skilled employee / official;1;none;yes;0
569;0 <= ... <  102 euro;48;existing credits paid back duly till now;radio/television;3979;unknown/ no savings account;4  <= ... < 7 years;4;male   : single;none;1;(if not optin 1 or 2) car or other, not in attribute;41;none;own;2;skilled employee / official;2;yes, registered under the customers name;yes;0
570;... <  0 euro;48;existing credits paid back duly till now;radio/television;6758;... <  51 euro;1  <= ... < 4 years;3;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;31;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;1
571;... <  0 euro;24;existing credits paid back duly till now;furniture/equipment;3234;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;4;real estate;23;none;rent;1;unskilled - resident;1;yes, registered under the customers name;yes;1
572;No checking account;30;critical account/other credits existing (not at this bank);radio/television;5954;... <  51 euro;4  <= ... < 7 years;3;male   : single;co-applicant;2;(if not optin 1 or 2) car or other, not in attribute;38;none;own;1;skilled employee / official;1;none;yes;0
573;No checking account;24;existing credits paid back duly till now;car (used);5433;unknown/ no savings account;unemployed;2;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;26;none;rent;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
574;... <  0 euro;15;existing credits paid back duly till now;business;806;... <  51 euro;1  <= ... < 4 years;4;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;22;none;own;1;unskilled - resident;1;none;yes;0
575;0 <= ... <  102 euro;9;existing credits paid back duly till now;radio/television;1082;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;27;none;own;2;unskilled - resident;1;none;yes;0
576;No checking account;15;critical account/other credits existing (not at this bank);furniture/equipment;2788;... <  51 euro;4  <= ... < 7 years;2;female : divorced/separated/married;co-applicant;3;(if not optin 1 or 2) car or other, not in attribute;24;bank;own;2;skilled employee / official;1;none;yes;0
577;0 <= ... <  102 euro;12;existing credits paid back duly till now;radio/television;2930;... <  51 euro;4  <= ... < 7 years;2;female : divorced/separated/married;none;1;real estate;27;none;own;1;skilled employee / official;1;none;yes;0
578;No checking account;24;critical account/other credits existing (not at this bank);education;1927;unknown/ no savings account;1  <= ... < 4 years;3;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;33;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
579;0 <= ... <  102 euro;36;critical account/other credits existing (not at this bank);car (new);2820;... <  51 euro;... < 1 year;4;male   : divorced/separated;none;4;(if not optin 1 or 2) car or other, not in attribute;27;none;own;2;skilled employee / official;1;none;yes;1
580;No checking account;24;existing credits paid back duly till now;retraining;937;... <  51 euro;... < 1 year;4;male   : married/widowed;none;3;(if not optin 1 or 2) car or other, not in attribute;27;none;own;2;unskilled - resident;1;none;yes;0
581;0 <= ... <  102 euro;18;critical account/other credits existing (not at this bank);car (new);1056;... <  51 euro;.. >= 7 years;3;male   : single;guarantor;3;real estate;30;bank;own;2;skilled employee / official;1;none;yes;1
582;0 <= ... <  102 euro;12;critical account/other credits existing (not at this bank);car (new);3124;... <  51 euro;... < 1 year;1;male   : single;none;3;real estate;49;bank;own;2;unskilled - resident;2;none;yes;0
583;No checking account;9;existing credits paid back duly till now;furniture/equipment;1388;... <  51 euro;1  <= ... < 4 years;4;female : divorced/separated/married;none;2;real estate;26;none;rent;1;skilled employee / official;1;none;yes;0
584;0 <= ... <  102 euro;36;existing credits paid back duly till now;repairs;2384;... <  51 euro;... < 1 year;4;male   : single;none;1;unknown / no property;33;none;rent;1;unskilled - resident;1;none;yes;1
585;No checking account;12;existing credits paid back duly till now;car (new);2133;unknown/ no savings account;.. >= 7 years;4;female : divorced/separated/married;none;4;unknown / no property;52;none;for free;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
586;... <  0 euro;18;existing credits paid back duly till now;furniture/equipment;2039;... <  51 euro;1  <= ... < 4 years;1;female : divorced/separated/married;none;4;real estate;20;bank;rent;1;skilled employee / official;1;none;yes;1
587;... <  0 euro;9;critical account/other credits existing (not at this bank);car (new);2799;... <  51 euro;1  <= ... < 4 years;2;male   : single;none;2;real estate;36;none;rent;2;skilled employee / official;2;none;yes;0
588;... <  0 euro;12;existing credits paid back duly till now;furniture/equipment;1289;... <  51 euro;1  <= ... < 4 years;4;male   : single;guarantor;1;(if not real estate) building society savings agreement/ life insurance;21;none;own;1;unskilled - resident;1;none;yes;0
589;... <  0 euro;18;existing credits paid back duly till now;domestic appliances;1217;... <  51 euro;1  <= ... < 4 years;4;male   : married/widowed;none;3;real estate;47;none;own;1;unskilled - resident;1;yes, registered under the customers name;yes;1
590;... <  0 euro;12;critical account/other credits existing (not at this bank);furniture/equipment;2246;... <  51 euro;.. >= 7 years;3;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;60;none;own;2;skilled employee / official;1;none;yes;1
591;... <  0 euro;12;critical account/other credits existing (not at this bank);radio/television;385;... <  51 euro;4  <= ... < 7 years;4;female : divorced/separated/married;none;3;real estate;58;none;own;4;unskilled - resident;1;yes, registered under the customers name;yes;0
592;0 <= ... <  102 euro;24;delay in paying off in the past;car (new);1965;unknown/ no savings account;1  <= ... < 4 years;4;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;42;none;rent;2;skilled employee / official;1;yes, registered under the customers name;yes;0
593;No checking account;21;existing credits paid back duly till now;business;1572;.. >= 511 euro;.. >= 7 years;4;female : divorced/separated/married;none;4;real estate;36;bank;own;1;unskilled - resident;1;none;yes;0
594;0 <= ... <  102 euro;24;existing credits paid back duly till now;car (new);2718;... <  51 euro;1  <= ... < 4 years;3;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;20;none;rent;1;unskilled - resident;1;yes, registered under the customers name;yes;1
595;... <  0 euro;24;all credits at this bank paid back duly;others;1358;unknown/ no savings account;.. >= 7 years;4;male   : single;none;3;(if not optin 1 or 2) car or other, not in attribute;40;stores;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;1
596;0 <= ... <  102 euro;6;all credits at this bank paid back duly;car (new);931;51 <= ... <  255 euro;... < 1 year;1;female : divorced/separated/married;none;1;(if not real estate) building society savings agreement/ life insurance;32;stores;own;1;unskilled - resident;1;none;yes;1
597;... <  0 euro;24;existing credits paid back duly till now;car (new);1442;... <  51 euro;4  <= ... < 7 years;4;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;23;none;rent;2;skilled employee / official;1;none;yes;1
598;0 <= ... <  102 euro;24;no credits taken/ all credits paid back duly;business;4241;... <  51 euro;1  <= ... < 4 years;1;male   : single;none;4;real estate;36;none;own;3;unskilled - resident;1;yes, registered under the customers name;yes;1
599;No checking account;18;critical account/other credits existing (not at this bank);car (new);2775;... <  51 euro;4  <= ... < 7 years;2;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;31;bank;own;2;skilled employee / official;1;none;yes;1
600;No checking account;24;delay in paying off in the past;business;3863;... <  51 euro;1  <= ... < 4 years;1;male   : single;none;2;unknown / no property;32;none;for free;1;skilled employee / official;1;none;yes;0
601;0 <= ... <  102 euro;7;existing credits paid back duly till now;radio/television;2329;... <  51 euro;... < 1 year;1;female : divorced/separated/married;guarantor;1;real estate;45;none;own;1;skilled employee / official;1;none;yes;0
602;0 <= ... <  102 euro;9;existing credits paid back duly till now;furniture/equipment;918;... <  51 euro;1  <= ... < 4 years;4;female : divorced/separated/married;none;1;(if not real estate) building society savings agreement/ life insurance;30;none;own;1;skilled employee / official;1;none;yes;1
603;0 <= ... <  102 euro;24;all credits at this bank paid back duly;education;1837;... <  51 euro;4  <= ... < 7 years;4;female : divorced/separated/married;none;4;unknown / no property;34;bank;for free;1;unskilled - resident;1;none;yes;1
604;No checking account;36;existing credits paid back duly till now;furniture/equipment;3349;... <  51 euro;1  <= ... < 4 years;4;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;28;none;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;1
605;>= 102 euro;10;existing credits paid back duly till now;furniture/equipment;1275;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;2;(if not real estate) building society savings agreement/ life insurance;23;none;own;1;skilled employee / official;1;none;yes;0
606;... <  0 euro;24;all credits at this bank paid back duly;furniture/equipment;2828;255 euro <= ... < 511 euro;1  <= ... < 4 years;4;male   : single;none;4;real estate;22;stores;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
607;No checking account;24;critical account/other credits existing (not at this bank);business;4526;... <  51 euro;1  <= ... < 4 years;3;male   : single;none;2;real estate;74;none;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
608;0 <= ... <  102 euro;36;existing credits paid back duly till now;radio/television;2671;51 <= ... <  255 euro;1  <= ... < 4 years;4;female : divorced/separated/married;co-applicant;4;unknown / no property;50;none;for free;1;skilled employee / official;1;none;yes;1
609;No checking account;18;existing credits paid back duly till now;radio/television;2051;... <  51 euro;... < 1 year;4;male   : single;none;1;real estate;33;none;own;1;skilled employee / official;1;none;yes;0
610;No checking account;15;existing credits paid back duly till now;car (used);1300;unknown/ no savings account;.. >= 7 years;4;male   : single;none;4;unknown / no property;45;bank;for free;1;skilled employee / official;2;none;yes;0
611;... <  0 euro;12;existing credits paid back duly till now;domestic appliances;741;51 <= ... <  255 euro;unemployed;4;female : divorced/separated/married;none;3;(if not real estate) building society savings agreement/ life insurance;22;none;own;1;skilled employee / official;1;none;yes;1
612;>= 102 euro;10;existing credits paid back duly till now;car (new);1240;51 <= ... <  255 euro;.. >= 7 years;1;female : divorced/separated/married;none;4;unknown / no property;48;none;for free;1;unskilled - resident;2;none;yes;1
613;... <  0 euro;21;existing credits paid back duly till now;radio/television;3357;.. >= 511 euro;... < 1 year;4;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;29;bank;own;1;skilled employee / official;1;none;yes;0
614;... <  0 euro;24;all credits at this bank paid back duly;car (used);3632;... <  51 euro;1  <= ... < 4 years;1;female : divorced/separated/married;guarantor;4;(if not optin 1 or 2) car or other, not in attribute;22;bank;rent;1;skilled employee / official;1;none;no;0
615;No checking account;18;delay in paying off in the past;furniture/equipment;1808;... <  51 euro;4  <= ... < 7 years;4;female : divorced/separated/married;none;1;real estate;22;none;own;1;skilled employee / official;1;none;yes;1
616;0 <= ... <  102 euro;48;no credits taken/ all credits paid back duly;business;12204;unknown/ no savings account;1  <= ... < 4 years;2;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;48;bank;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
617;0 <= ... <  102 euro;60;delay in paying off in the past;radio/television;9157;unknown/ no savings account;1  <= ... < 4 years;2;male   : single;none;2;unknown / no property;27;none;for free;1;management/ self-employed/highly qualified employee/ officer;1;none;yes;0
618;... <  0 euro;6;critical account/other credits existing (not at this bank);car (new);3676;... <  51 euro;1  <= ... < 4 years;1;male   : single;none;3;real estate;37;none;rent;3;skilled employee / official;2;none;yes;0
619;0 <= ... <  102 euro;30;existing credits paid back duly till now;furniture/equipment;3441;51 <= ... <  255 euro;1  <= ... < 4 years;2;female : divorced/separated/married;co-applicant;4;(if not optin 1 or 2) car or other, not in attribute;21;none;rent;1;skilled employee / official;1;none;yes;1
620;No checking account;12;existing credits paid back duly till now;car (new);640;... <  51 euro;1  <= ... < 4 years;4;male   : divorced/separated;none;2;real estate;49;none;own;1;unskilled - resident;1;none;yes;0
621;0 <= ... <  102 euro;21;critical account/other credits existing (not at this bank);business;3652;... <  51 euro;4  <= ... < 7 years;2;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;27;none;own;2;skilled employee / official;1;none;yes;0
622;No checking account;18;critical account/other credits existing (not at this bank);car (new);1530;... <  51 euro;1  <= ... < 4 years;3;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;32;bank;own;2;skilled employee / official;1;none;yes;1
623;No checking account;48;existing credits paid back duly till now;business;3914;unknown/ no savings account;1  <= ... < 4 years;4;male   : divorced/separated;none;2;real estate;38;bank;own;1;skilled employee / official;1;none;yes;1
624;... <  0 euro;12;existing credits paid back duly till now;furniture/equipment;1858;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;1;(if not optin 1 or 2) car or other, not in attribute;22;none;rent;1;skilled employee / official;1;none;yes;0
625;... <  0 euro;18;existing credits paid back duly till now;radio/television;2600;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;4;unknown / no property;65;none;for free;2;skilled employee / official;1;none;yes;1
626;No checking account;15;existing credits paid back duly till now;radio/television;1979;unknown/ no savings account;.. >= 7 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;35;none;own;1;skilled employee / official;1;none;yes;0
;;;;;;;;;;;;;;;;;;;;;
628;0 <= ... <  102 euro;9;all credits at this bank paid back duly;car (new);1437;51 <= ... <  255 euro;4  <= ... < 7 years;2;male   : single;none;3;unknown / no property;29;none;own;1;skilled employee / official;1;none;yes;1
629;No checking account;42;critical account/other credits existing (not at this bank);furniture/equipment;4042;255 euro <= ... < 511 euro;1  <= ... < 4 years;4;male   : single;none;4;real estate;36;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
630;No checking account;9;existing credits paid back duly till now;education;3832;unknown/ no savings account;.. >= 7 years;1;male   : single;none;4;real estate;64;none;own;1;unskilled - resident;1;none;yes;0
631;... <  0 euro;24;existing credits paid back duly till now;radio/television;3660;... <  51 euro;1  <= ... < 4 years;2;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;28;none;own;1;skilled employee / official;1;none;yes;0
632;... <  0 euro;18;all credits at this bank paid back duly;furniture/equipment;1553;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;3;(if not optin 1 or 2) car or other, not in attribute;44;bank;own;1;skilled employee / official;1;none;yes;1
633;0 <= ... <  102 euro;15;existing credits paid back duly till now;radio/television;1444;unknown/ no savings account;... < 1 year;4;male   : single;none;1;(if not real estate) building society savings agreement/ life insurance;23;none;own;1;skilled employee / official;1;none;yes;0
634;No checking account;9;existing credits paid back duly till now;furniture/equipment;1980;... <  51 euro;... < 1 year;2;female : divorced/separated/married;co-applicant;2;(if not optin 1 or 2) car or other, not in attribute;19;none;rent;2;skilled employee / official;1;none;yes;1
635;0 <= ... <  102 euro;24;existing credits paid back duly till now;car (new);1355;... <  51 euro;... < 1 year;3;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;25;none;own;1;unskilled - resident;1;yes, registered under the customers name;yes;1
636;No checking account;12;existing credits paid back duly till now;education;1393;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;47;bank;own;3;skilled employee / official;2;yes, registered under the customers name;yes;0
637;No checking account;24;existing credits paid back duly till now;radio/television;1376;255 euro <= ... < 511 euro;4  <= ... < 7 years;4;female : divorced/separated/married;none;1;(if not optin 1 or 2) car or other, not in attribute;28;none;own;1;skilled employee / official;1;none;yes;0
638;No checking account;60;delay in paying off in the past;radio/television;15653;... <  51 euro;4  <= ... < 7 years;2;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;21;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
639;No checking account;12;existing credits paid back duly till now;radio/television;1493;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;3;(if not optin 1 or 2) car or other, not in attribute;34;none;own;1;skilled employee / official;2;none;yes;0
640;... <  0 euro;42;delay in paying off in the past;radio/television;4370;... <  51 euro;4  <= ... < 7 years;3;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;26;bank;own;2;skilled employee / official;2;yes, registered under the customers name;yes;1
641;... <  0 euro;18;existing credits paid back duly till now;education;750;... <  51 euro;unemployed;4;female : divorced/separated/married;none;1;real estate;27;none;own;1;unemployed/ unskilled  - non-resident;1;none;yes;1
642;0 <= ... <  102 euro;15;existing credits paid back duly till now;repairs;1308;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;38;none;own;2;unskilled - resident;1;none;yes;0
643;No checking account;15;existing credits paid back duly till now;education;4623;51 <= ... <  255 euro;1  <= ... < 4 years;3;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;40;none;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;1
644;No checking account;24;critical account/other credits existing (not at this bank);radio/television;1851;... <  51 euro;4  <= ... < 7 years;4;male   : married/widowed;guarantor;2;(if not optin 1 or 2) car or other, not in attribute;33;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
645;... <  0 euro;18;critical account/other credits existing (not at this bank);radio/television;1880;... <  51 euro;4  <= ... < 7 years;4;male   : married/widowed;none;1;(if not real estate) building society savings agreement/ life insurance;32;none;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
646;No checking account;36;delay in paying off in the past;business;7980;unknown/ no savings account;... < 1 year;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;27;none;rent;2;skilled employee / official;1;yes, registered under the customers name;yes;1
647;... <  0 euro;30;no credits taken/ all credits paid back duly;furniture/equipment;4583;... <  51 euro;1  <= ... < 4 years;2;male   : divorced/separated;guarantor;2;real estate;32;none;own;2;skilled employee / official;1;none;yes;0
648;No checking account;12;existing credits paid back duly till now;car (new);1386;255 euro <= ... < 511 euro;1  <= ... < 4 years;2;female : divorced/separated/married;none;2;(if not real estate) building society savings agreement/ life insurance;26;none;own;1;skilled employee / official;1;none;yes;1
649;>= 102 euro;24;existing credits paid back duly till now;car (new);947;... <  51 euro;4  <= ... < 7 years;4;male   : single;none;3;unknown / no property;38;bank;for free;1;skilled employee / official;2;none;yes;1
650;... <  0 euro;12;existing credits paid back duly till now;education;684;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;40;none;rent;1;unskilled - resident;2;none;yes;1
651;... <  0 euro;48;existing credits paid back duly till now;education;7476;... <  51 euro;4  <= ... < 7 years;4;male   : single;none;1;unknown / no property;50;none;for free;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
652;0 <= ... <  102 euro;12;existing credits paid back duly till now;furniture/equipment;1922;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;37;none;own;1;unskilled - resident;1;none;yes;1
653;... <  0 euro;24;existing credits paid back duly till now;car (new);2303;... <  51 euro;.. >= 7 years;4;male   : single;co-applicant;1;real estate;45;none;own;1;skilled employee / official;1;none;yes;1
654;0 <= ... <  102 euro;36;delay in paying off in the past;car (new);8086;51 <= ... <  255 euro;.. >= 7 years;2;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;42;none;own;4;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;1
655;No checking account;24;critical account/other credits existing (not at this bank);car (used);2346;... <  51 euro;4  <= ... < 7 years;4;male   : single;none;3;(if not optin 1 or 2) car or other, not in attribute;35;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
656;... <  0 euro;14;existing credits paid back duly till now;car (new);3973;... <  51 euro;unemployed;1;male   : single;none;4;unknown / no property;22;none;for free;1;skilled employee / official;1;none;yes;0
657;0 <= ... <  102 euro;12;existing credits paid back duly till now;car (new);888;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;41;bank;own;1;unskilled - resident;2;none;yes;1
658;No checking account;48;existing credits paid back duly till now;radio/television;10222;unknown/ no savings account;4  <= ... < 7 years;4;male   : single;none;3;(if not optin 1 or 2) car or other, not in attribute;37;stores;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
659;0 <= ... <  102 euro;30;no credits taken/ all credits paid back duly;business;4221;... <  51 euro;1  <= ... < 4 years;2;female : divorced/separated/married;none;1;(if not optin 1 or 2) car or other, not in attribute;28;none;own;2;skilled employee / official;1;none;yes;0
660;0 <= ... <  102 euro;18;critical account/other credits existing (not at this bank);furniture/equipment;6361;... <  51 euro;.. >= 7 years;2;male   : single;none;1;unknown / no property;41;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
661;>= 102 euro;12;existing credits paid back duly till now;radio/television;1297;... <  51 euro;1  <= ... < 4 years;3;male   : married/widowed;none;4;real estate;23;none;rent;1;skilled employee / official;1;none;yes;0
662;... <  0 euro;12;existing credits paid back duly till now;car (new);900;unknown/ no savings account;1  <= ... < 4 years;4;male   : married/widowed;none;2;(if not optin 1 or 2) car or other, not in attribute;23;none;own;1;skilled employee / official;1;none;yes;1
663;No checking account;21;existing credits paid back duly till now;furniture/equipment;2241;... <  51 euro;.. >= 7 years;4;male   : single;none;2;real estate;50;none;own;2;skilled employee / official;1;none;yes;0
664;0 <= ... <  102 euro;6;delay in paying off in the past;furniture/equipment;1050;... <  51 euro;unemployed;4;male   : single;none;1;(if not real estate) building society savings agreement/ life insurance;35;stores;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
665;>= 102 euro;6;critical account/other credits existing (not at this bank);education;1047;... <  51 euro;1  <= ... < 4 years;2;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;50;none;own;1;unskilled - resident;1;none;yes;0
666;No checking account;24;critical account/other credits existing (not at this bank);others;6314;... <  51 euro;unemployed;4;male   : single;co-applicant;2;unknown / no property;27;bank;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
667;0 <= ... <  102 euro;30;all credits at this bank paid back duly;furniture/equipment;3496;.. >= 511 euro;1  <= ... < 4 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;34;stores;own;1;skilled employee / official;2;yes, registered under the customers name;yes;0
668;No checking account;48;all credits at this bank paid back duly;business;3609;... <  51 euro;1  <= ... < 4 years;1;female : divorced/separated/married;none;1;real estate;27;stores;own;1;skilled employee / official;1;none;yes;0
669;... <  0 euro;12;critical account/other credits existing (not at this bank);car (new);4843;... <  51 euro;.. >= 7 years;3;male   : single;co-applicant;4;(if not real estate) building society savings agreement/ life insurance;43;none;rent;2;skilled employee / official;1;yes, registered under the customers name;yes;1
670;>= 102 euro;30;critical account/other credits existing (not at this bank);radio/television;3017;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;47;none;own;1;skilled employee / official;1;none;yes;0
671;No checking account;24;critical account/other credits existing (not at this bank);business;4139;51 <= ... <  255 euro;1  <= ... < 4 years;3;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;27;none;own;2;unskilled - resident;1;yes, registered under the customers name;yes;0
672;No checking account;36;existing credits paid back duly till now;business;5742;51 <= ... <  255 euro;4  <= ... < 7 years;2;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;31;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
673;No checking account;60;existing credits paid back duly till now;car (new);10366;... <  51 euro;.. >= 7 years;2;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;42;none;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
674;No checking account;6;critical account/other credits existing (not at this bank);car (new);2080;255 euro <= ... < 511 euro;1  <= ... < 4 years;1;male   : married/widowed;none;2;(if not optin 1 or 2) car or other, not in attribute;24;none;own;1;skilled employee / official;1;none;yes;0
675;No checking account;21;delay in paying off in the past;business;2580;255 euro <= ... < 511 euro;... < 1 year;4;male   : single;none;2;real estate;41;bank;own;1;unskilled - resident;2;none;yes;1
676;No checking account;30;critical account/other credits existing (not at this bank);radio/television;4530;... <  51 euro;4  <= ... < 7 years;4;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;26;none;rent;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
677;No checking account;24;critical account/other credits existing (not at this bank);furniture/equipment;5150;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;33;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
678;0 <= ... <  102 euro;72;existing credits paid back duly till now;radio/television;5595;51 <= ... <  255 euro;1  <= ... < 4 years;2;male   : married/widowed;none;2;(if not optin 1 or 2) car or other, not in attribute;24;none;own;1;skilled employee / official;1;none;yes;1
